manufactor,Year,model,Hand,Gear,Engine_capacity,Engine_type,Prev_ownership,Curr_ownership,Area,City,Price,Pic_num,Cre_date,Repub_date,Description,Color,Km,Test,Supply_score
מיצובישי,2007,לנסר קלאסיק,5,אוטומטית,1600,בנזין,פרטית,פרטית,ירושלים והסביבה,ירושלים,7700.0,4,2023-03-25,2023-03-25,רכב במצב מצוין הוחלף לאחרונה טיימינג משאבת מים שמנים ופילטרים בלמים אחורה וקדימה תושבות מנוע,אפור מטאלי,194400,,0
מיצובישי,2018,ספייס סטאר,1,אוטומטית,1400,בנזין,פרטית,פרטית,ירושלים והסביבה,ירושלים,42500.0,1,2023-02-17,2023-02-17,nan,כחול,95000,,5
מיצובישי,2016,I-MIEV,1,אוטומטית,2000,בנזין,אחר,פרטית,מודיעין והסביבה,מודיעין מכבים רעות,1.0,4,2022-12-07,2023-01-12,"מיצובישי אאוטלנדר במצב טוב שמור ,לא עבר תאונות, טיפולים לפי הספר, מתחייב בבדיקה לרצינים בלבד פרטים בטלפון ‎0542458443",לבן מטאלי,206000,,0
מיצובישי,2008,לנסר,3,אוטומטית,1600,בנזין,פרטית,פרטית,נס ציונה - רחובות,רחובות,7500.0,6,2022-12-27,2022-12-27,"Lancer 2008 יד3 טסט 3/23 200קמ מצב מכני מצויין+ נסיעה שקטה, הכל עובד מעולה הנחות לנהגים חדשים, חיילים ועולים חדשים‼️ Скидки новым репатриантам ‼️",אפור מטאלי,200000,,10
מיצובישי,2018,אאוטלנדר,2,אוטומטית,2000,בנזין,,,רמת גן - גבעתיים,גבעתיים,123000.0,1,2022-10-29,2022-10-29,"מיצובישי ג'יפ אאוטלנדר 7 מושבים נוסעים, שנת 2018 יד 2 לאחר טיפול במוסך מיצובישי. 74,000 ק""מ ללא תאונות. מערכת אנדרואיד מסך גדול, חלון בגג, ג'אנטים מגנזיום, צמ...",nan,74000,,27
מיצובישי,2019,אאוטלנדר,1,אוטומטית,2360,חשמלי,,,גליל ועמקים,יוקנעם עילית,165000.0,1,2022-10-27,2022-10-27,דגם סופרים הכי מפואר פלאג אין phev,nan,93000,,24
מיצובישי,2015,אטראז',2,אוטומטית,1200,בנזין,,,יישובי השומרון,עץ אפרים,26000.0,1,2022-10-27,2022-10-27,"רכב במצב מעולה טסט לשנה. יד 1 ליסינג יד 2 פרטי מנכה. שמור מאד גלגלים חדשים מערכת מולטימדיה מצלמת דרך. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת מולטימדיה,...",nan,213000,,3
מיצובישי,2021,אאוטלנדר,1,טיפטרוניק,2500,היברידי,,,מודיעין והסביבה,מודיעין מכבים רעות,207000.0,1,2022-10-26,2022-10-26,מצב מצויין שמור מאוד &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת הגברה,nan,25500,,22
מיצובישי,2008,לנסר ספורטבק,1,אוטומטית,1800,בנזין,פרטית,פרטית,עמק יזרעאל,גן נר,18000.0,4,2022-10-24,2022-10-24,דגם: לנסר ספורט החדשה מזגן מעולה תא מיטען ענק יושבת מצוין על הכביש מאוד אמינה ונוחה בטיחות מירבית (7 כריות אוויר).,זהב מטאלי,300000,,2
מיצובישי,2014,אאוטלנדר,3,אוטומטית,200,בנזין,,,באר שבע והסביבה,קרית גת,65000.0,1,2022-10-24,2022-10-24,רכב מושלם ושמר מטופל בזמן במוסך מורשה מוכר כי קניתי אותו על חשמל יש בעיה בחלון ליד הנהג לכן אני קצת גמיש לעוד פרטים בפרטי &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt...,nan,17777,,41
מיצובישי,2019,אטראז',1,אוטומטית,80,בנזין,,,אילת והערבה,אילת,60000.0,1,2022-10-23,2022-10-23,הרחב במצב טוב ללא תעונות במצב טוב שמור לחלוטין,nan,115000,,3
מיצובישי,2017,אאוטלנדר,1,אוטומטית,2000,בנזין,,,נס ציונה - רחובות,נס ציונה,110000.0,1,2022-10-23,2022-10-23,"יד ראשונה פרטית , מצב מצויין ללא תאונות",nan,58000,,26
מיצובישי,2021,אאוטלנדר,1,אוטומטית,1998,בנזין,,,חולון - בת ים,חולון,165000.0,1,2022-10-21,2022-10-21,"דגם הפרימיום היוקרתי. כולל ציפוי ננו קרמי, חימום במושבים, שבעה מושבים, גג נפתח, באחריות יצרן עד מרץ 2023,שמור ביותר, איתוראן אקטיב, מרימי שמשות וסוגר גג. מערכות...",nan,30000,,22
nan,2019,nan,1,טיפטרוניק,2500,בנזין,,,חולון - בת ים,חולון,,1,2022-10-20,2022-10-20,רכב שמור מטופל בחברה בזמן &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; וו גרירה,nan,40000,,0
מיצובישי,2017,אאוטלנדר,2,אוטומטית,2000,בנזין,,,nan,גבעת עדה,95000.0,1,2022-10-19,2022-10-19,"רכב במצב מעולה, דגם Instyle, עבר את כל הטיפולים במוסך מיצובישי מורשה, 7 מושבים, כולל מובילאי, מערכת מולטימדיה מקורית, גג נפתח, בעלות קודמת ליסינג 0 ק""מ והיה ביד...",nan,180000,,26
מיצובישי,2020,אקליפס,1,אוטומטית,1650,בנזין,,,nan,רמות מאיר,107000.0,1,2022-10-19,2022-10-19,רכב במצב מצויין,nan,80000,,15
מיצובישי,2016,אאוטלנדר,2,אוטומטית,2000,בנזין,,,חיפה וחוף הכרמל,חיפה,100000.0,1,2022-10-19,2022-10-19,"מיצובישי אאוטלנדר תאריך עלייה לכביש 10.08.2016... 163,000 קילומטר.... קיים תיק טיפולים + טסט לשנה ... 7 מקומות.",nan,163000,,44
מיצובישי,2018,אאוטלנדר,1,אוטומטית,2000,בנזין,,,"ראשל""צ והסביבה",ראשון לציון,126000.0,1,2022-10-18,2022-10-18,אאוטלנדר אינסטנט כחדש דצמבר 2018 . נסע רק 9000 קמ . התחיבות למנוע גיר ושסי.,nan,9000,,27
מיצובישי,2021,אאוטלנדר,2,אוטומטית,1998,בנזין,,,חיפה וחוף הכרמל,חיפה,159000.0,1,2022-10-18,2022-10-18,מכונית חדשה מרהיבה ועוצמתית באחריות החברה- עם כל התוספות המתבקשות.,nan,34000,,22
מיצובישי,2010,לנסר הדור החדש,2,אוטומטית,1500,בנזין,,,פרדס חנה - כרכור,פרדס חנה כרכור,12000.0,1,2022-10-17,2022-10-17,"מצב מכני מעולה, טסט עד אוגוסט 2023, יד שניה",nan,240000,,0
מיצובישי,2009,לנסר,3,אוטומטית,1500,בנזין,פרטית,פרטית,חיפה וחוף הכרמל,עתלית,14000.0,5,2022-06-25,2022-10-15,"מיצובישי לנסר הדור החדש 2009 1500 סמ""ק בצבע כסף,טסט לשנה, אוטו במצב מעולה, אמין מאוד, מטופל תמיד בזמן עם חלפים מקוריים. אצלי 8 שנים שימש אותי נאמנה ללא תקלות. כ...",כסוף מטאלי,199000,,11
מיצובישי,2013,אאוטלנדר,4,טיפטרוניק,255,בנזין,,,אשדוד - אשקלון,אשקלון,65000.0,1,2022-10-14,2022-10-14,"מיצובישי אאוטלנדר במצב מעולה הדגם המשופר Elite 4 על 4 ריפודי עור, חימום במושבים, מערכת אנדרואיד חדשה ברכב, וו גרירה, גגון כל התוספות של הדגם המפואר &lt;br/&g...",nan,239,,18
מיצובישי,2010,גרנדיס,2,אוטומטית,2400,בנזין,,,בית שמש והסביבה,בית שמש,35000.0,1,2022-10-13,2022-10-13,רכב חזק אמין ונוח במיוחד. תא מטען ענק בקיפול המושבים הוא פשוט עצום. בגרסת הבסיס הרכב שותה דלק ולכן עבר הסבה לגז שנותנת נתונים של 1 ל15 כשעבור רכב בגודל הזה זה נ...,nan,400000,,3
מיצובישי,2008,לנסר,2,אוטומטית,1800,בנזין,,,nan,יקנעם עילית,16900.0,1,2022-10-07,2022-10-07,"מיצובישי לנסר 2008 רכב שמור מאוד טיפולים בזמן צבע די שמור נהגת יחידה מוכרת עקב מעבר לרכב חדש יותר הוחלף צמיגים, משולשים, תפוחים, הכל חדש רכב חזק מנוע 1800 יש את...",nan,189,,10
מיצובישי,2016,אאוטלנדר,2,אוטומטית,2000,בנזין,,,באר שבע והסביבה,באר שבע,99000.0,1,2022-10-07,2022-10-07,למכירה מציאה של ממש** אאוטלנדר 2016 5 מקומות כמו חדש קילומטראז רק 39 אלף פרטית ..עם תוספות מדרכות צד ניקל איכותיות ומולטימדיה 10 כל האפליקציות פתוחות ..רכב חסכו...,nan,41000,,44
מיצובישי,2020,ספייס סטאר,2,אוטומטית,1200,בנזין,,,רעננה - כפר סבא,כוכב יאיר,67000.0,1,2022-10-06,2022-10-06,"טסט אוקטובר 2023! מצב מצוין, ק""מ נמוך, נהגת יחידה ניתן לראות בהרצליה/כוכב יאיר/תל אביב &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מצלמת רוורס car play",nan,20000,,13
מיצובישי,2015,אאוטלנדר,2,אוטומטית,2000,בנזין,,,באר שבע והסביבה,שדרות,94000.0,1,2022-10-05,2022-10-05,רכב שמור מטופל בזמן 2 נהגים בלבד עבר בדיקה לפני שבועיים טסט עד 12/22 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מצלמת רוורס,nan,109000,,36
מיצובישי,2018,אאוטלנדר,2,אוטומטית,2000,בנזין,,,רמת גן - גבעתיים,גבעתיים,131000.0,1,2022-10-05,2022-10-05,"ג'יפ מיצובישי אאוטלנדר 7 מקומות , אינסטייל , הנעה בכפתור ללא מפתח , חלון בגג , מערכת מולטימדיה אנדרואיד, טיפולים במוסך מיצובישי.",nan,73000,,27
מיצובישי,2017,אאוטלנדר,2,אוטומטית,1998,בנזין,,,פתח תקוה והסביבה,פתח תקווה,115000.0,1,2022-10-04,2022-10-04,מטופל בחברה,nan,90000,,26
מיצובישי,2020,ספייס סטאר,1,אוטומטית,1000,בנזין,חברה,פרטית,נתניה והסביבה,נתניה,70900.0,4,2022-10-02,2022-10-02,מציאה!! רכב שמור מאוד במצב מדהים נהגת יחידה עם מספר שלא תמצאו באף רכב שמור היטב מטופל רק בחברה.. לרצינים לפנות!! קילומטר נמוך!! 0504055111,שחור,26800,,13
מיצובישי,2017,אאוטלנדר,2,אוטומטית,2000,בנזין,,,nan,ניר עציון,102000.0,1,2022-09-28,2022-09-28,"רכב יד שניה, ללא תאונות, 7 מקומות, עשה טסט בחודש אוגוסט, צמיגים חדשים.",nan,92000,,26
מיצובישי,2021,אאוטלנדר,1,אוטומטית,2000,בנזין,,,באר שבע והסביבה,באר שבע,165000.0,1,2022-09-26,2022-09-26,רכב שמור מאוד,nan,17000,,22
מיצובישי,2010,אאוטלנדר,1,אוטומטית,1998,בנזין,,,פתח תקוה והסביבה,פתח תקווה,42000.0,1,2022-09-22,2022-09-22,"רכב שמור, צמיגים חדשים, מצבר חדש, טסט לשנה.",nan,177000,,12
מיצובישי,1990,לנסר,2,אוטומטית,1468,בנזין,,,ראש העין והסביבה,אלעד,6000.0,1,2022-09-21,2022-09-21,אספנות נוסע מעולה טסט פעם בשנה ביטוח ממש זול מזגן מחבר חדש,nan,240000,,0
מיצובישי,2022,ASX,1,אוטומטית,1998,בנזין,,,רמלה - לוד,לוד,150000.0,1,2022-09-21,2022-09-21,"רכב חדש מהניילון חודש על הכביש קילומטר נמוך,תוספות גג חשמלי נפתח,חלונות חשמליים,מערכת מולטימדיה,חיישני קורס,משענת יד מושקעת. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/...",nan,300,,4
מיצובישי,2008,לנסר,2,אוטומטית,1584,בנזין,,,אשדוד - אשקלון,אשקלון,12000.0,1,2022-09-19,2022-09-19,רכב במצב טוב. נהג הרכב יחיד. טסט מסתיים בעוד חודש. קילומרז' נמוך. יד ראשונה -ליסינג.,nan,153678,,10
מיצובישי,2016,אאוטלנדר,3,אוטומטית,2000,בנזין,,,אשדוד - אשקלון,אשדוד,109500.0,1,2022-09-16,2022-09-16,"יד 02 ליסינג תפעולי נהג יחיד לשעבר מנוע 1.99 בנזין 150 כס גימור אינסטייל צבע כסף 128,585 קמ 7 מקומות תוספות: וו גרירה, חיבור חשמל, מערכת Mobil Eye ...",nan,128585,,44
מיצובישי,2021,ASX,1,אוטומטית,2000,בנזין,,,חדרה וישובי עמק חפר,חדרה,135000.0,1,2022-09-16,2022-09-16,"מיצובישי מסוג asx מודל 2021, יד ראשונה מפרטי , לפרטיי יש ליצור קשר 0522661185 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מצלמה , איתורן, מגיני צד",nan,10000,,8
מיצובישי,2020,ASX,2,אוטומטית,2000,בנזין,,,באר שבע והסביבה,באר שבע,123000.0,1,2022-09-16,2022-09-16,"דגם פרימיום , חימום מושבים , גג פנורמי , מסך מולטימדיה, מושבי עור",nan,28000,,8
מיצובישי,2016,אאוטלנדר,2,אוטומטית,2000,בנזין,,,אשדוד - אשקלון,אשדוד,110000.0,1,2022-09-14,2022-09-14,"ב""ה 7 מקומות שמור מאוד לאחר טיפול גדול במיציבושי טסט לשנה. +גגון. ריפודים במצב חדש.",nan,115000,,44
מיצובישי,2008,לנסר,2,אוטומטית,1300,בנזין,,,טבריה והסביבה,טבריה,6000.0,1,2022-09-13,2022-09-13,מיציבושי לנסר במצב מצוין טסט לשנה,nan,,,10
מיצובישי,2016,אאוטלנדר,2,אוטומטית,2000,בנזין,,,nan,נחושה,87000.0,1,2022-09-12,2022-09-12,רכב פשוט מעולה! נאלצים להיפרד כיוון שכבר לא זקוקים ל7 מקומות ולכן עוברים למשפחתי. אתם תהנו ממנו!,nan,129560,,44
nan,2016,nan,2,אוטומטית,2000,בנזין,,,nan,שעב,,1,2022-09-11,2022-09-11,מיצופישי אווט לנדר 2016 150 ק'ש 7 מושבים גג,nan,150,,0
nan,2016,nan,2,אוטומטית,2000,בנזין,,,nan,שעב,,1,2022-09-11,2022-09-11,nan,nan,150,,0
מיצובישי,2009,לנסר הדור החדש,1,אוטומטית,1500,בנזין,,,הוד השרון והסביבה,הוד השרון,15000.0,1,2022-09-10,2022-09-10,"רכב יד ראשונה, קילומטרג' נמוך. גמיש במחיר.",nan,130000,,0
מיצובישי,2016,אאוטלנדר,1,אוטומטית,2,בנזין,,,רעננה - כפר סבא,כפר סבא,105000.0,1,2022-09-10,2022-09-10,"רכב עם נהג יחיד בכל התקופה, ללא תאונות למעט שריטות. טסט עד יוני 2023",nan,123500,,44
מיצובישי,2020,אקליפס,1,אוטומטית,1500,בנזין,,,פתח תקוה והסביבה,פתח תקווה,132000.0,1,2022-09-07,2022-09-07,"רכב חדש לחלוטין, שמור מאוד, קילומטרז אפסי, nbug 1500 yurcu' מטופל במוסף נירון מוטורס פ""ת. עבר טסט וטיפול כעת כך שיש עוד שנה לטסט ולטיפול הבא, מערכות סטיית נתיב ...",nan,15500,,15
מיצובישי,2016,אאוטלנדר,1,אוטומטית,2000,בנזין,,,חיפה וחוף הכרמל,חיפה,110000.0,1,2022-09-06,2022-09-06,"טסט לשנה , צמיגים חדשים , מערכת שמע מקורית מעולה, חניה בחניון מקורה",nan,36000,,44
מיצובישי,2020,אקליפס,1,אוטומטית,1500,בנזין,,,"ראשל""צ והסביבה",ראשון לציון,131000.0,1,2022-09-06,2022-09-06,"יד ראשונה פרטית, רכב חדש לגמרי,שמור ומטופל,ללא תאונות, אחריות יצרן מלאה על הרכב,מערכת מולטימדייה, גג נפתח כפול נהג יחיד, ללא תאונות. לרציניים בלבד. &lt;br/&g...",nan,56000,,15
מיצובישי,2017,אאוטלנדר,2,אוטומטית,2000,בנזין,,,nan,מעלה עירון,93000.0,1,2022-09-04,2022-09-04,רכב שמור במצב טוב . לסינג לשעבר,nan,118000,,26
מיצובישי,2018,אקליפס,2,אוטומטית,1400,בנזין,,,nan,ראשון,120000.0,1,2022-09-04,2022-09-04,דגם מפואר גג פנורמי ריפודים מעור רכב שמור,nan,63358,,6
מיצובישי,2008,לנסר קלאסיק,3,אוטומטית,1600,בנזין,,,טבריה והסביבה,קצרין,8000.0,1,2022-09-04,2022-09-04,רכב פצצה לאחר טיימינג משאבת מים ועוד…,nan,240,,0
מיצובישי,2016,אאוטלנדר,1,אוטומטית,2000,בנזין,,,אילת והערבה,אילת,100000.0,1,2022-09-03,2022-09-03,מצב טוב מאוד. נהג יחיד. כל טיפולים בזמן. ללא תאונות.,nan,85000,,44
מיצובישי,2016,אאוטלנדר,2,אוטומטית,2000,בנזין,,,באר שבע והסביבה,באר שבע,105000.0,1,2022-09-03,2022-09-03,למכירה מציאה של ממש** אאוטלנדר 2016 דגם אינטנס 5 מקומות כמו חדש קילומטראז רק 39 אלף פרטית ..עם תוספות מדרכות צד ניקל איכותיות ומולטימדיה 10 כל האפליקציות פתוחות...,nan,,,44
מיצובישי,2019,ASX,2,אוטומטית,2000,בנזין,,,פתח תקוה והסביבה,פתח תקווה,95000.0,1,2022-08-31,2022-08-31,רכב שמור נהג יחיד כולל מערכת מולטי מדיה מקורית. קילומטרז נמוך. מטופל במיצובישי,nan,40000,,6
מיצובישי,2017,אאוטלנדר,1,אוטומטית,2000,בנזין,,,"ראשל""צ והסביבה",ראשון לציון,110000.0,1,2022-08-29,2022-08-29,"רכב שמור מאד, מטופל במוסך היבואן, ללא תאונות,נהג יחיד,5 מקומות",nan,153000,,26
מיצובישי,2010,גרנדיס,3,אוטומטית,2400,בנזין,,,באר שבע והסביבה,נתיבות,18000.0,1,2022-08-29,2022-08-29,דרושה רק החלפת מנוע והמחיר בהתאם הרכב עם מערכת גז לאחר טיפול גדול,nan,360000,,3
מיצובישי,2018,ASX,2,אוטומטית,2000,בנזין,,,רמת גן - גבעתיים,רמת גן,80000.0,1,2022-08-29,2022-08-29,"רכב במצב מצוין, לאחר טיפול גדול והחלפת צמיגים (מישלין 4 גלגלים) לרציניים בלבד .",nan,71000,,5
מיצובישי,2017,ספייס סטאר,3,אוטומטית,1200,בנזין,פרטית,פרטית,nan,מתתיהו,38500.0,3,2022-08-28,2022-08-28,אמין וחסכוני.... והמחיר הוא סופי....,כסוף,57000,,3
מיצובישי,2011,גרנדיס,2,אוטומטית,2400,בנזין,,,nan,באקה אל-גרביה,37000.0,1,2022-08-23,2022-08-23,nan,nan,138000,,3
מיצובישי,2011,גרנדיס,2,אוטומטית,2400,בנזין,,,nan,באקה אל-גרביה,40000.0,1,2022-08-23,2022-08-23,nan,nan,147000,,3
מיצובישי,2017,ספייס סטאר,1,אוטומטית,1193,בנזין,,,פתח תקוה והסביבה,פתח תקווה,44000.0,1,2022-08-20,2022-08-20,"שמור, מטופל בזמן, לא רואה מוסך, חסכוני מאד בדלק, מכונית זריזה ונוחה לנסיעה עירונית ובינעירונית. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; 4 חלונות חשמליים, נעילה ...",nan,96509,,3
מיצובישי,2019,אאוטלנדר,1,אוטומטית,2000,בנזין,,,בקעת אונו,יהוד מונוסון,147000.0,1,2022-08-18,2022-08-18,"בהזדמנות שמורה כחדשה מטופלת בחברה. מטרז' נמוך, מצלמה קידמית מתנה. לא בשבת &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מצלמת רוורס מצלמה קידמית גג נפתח",nan,45000,,24
מיצובישי,2016,אאוטלנדר,2,אוטומטית,2000,בנזין,,,נתניה והסביבה,נתניה,119000.0,1,2022-08-17,2022-08-17,הרכב שמור במצב חדש עבר שטיפה ומחכה לבעלים הבאים נמכר עקב קבלת רכב מהעבודה האוטו שמור במצב חדש יד 2 ריפודי עור חלונות כהים מגנזיום 7 מקומות הכול כחדש,nan,122000,,44
מיצובישי,2011,לנסר החדשה,3,אוטומטית,1500,בנזין,,,חיפה וחוף הכרמל,חיפה,15500.0,1,2022-08-16,2022-08-16,מיצובישי לנסר שליטה מהגה אוטו חסכוני שמור ומטופל בשמנים אחי טובים,nan,199,,0
מיצובישי,2019,אאוטלנדר,1,אוטומטית,2000,בנזין,,,פתח תקוה והסביבה,פתח תקווה,137000.0,1,2022-08-15,2022-08-15,"רכב במצב מצוין, עבר כל הטיפולים במוסך המרכזי של מיצובישי, ללא תאונות, מכירה מיידית.",nan,50000,,24
מיצובישי,2016,אאוטלנדר,1,אוטומטית,1998,בנזין,,,רמת גן - גבעתיים,רמת גן,123000.0,1,2022-08-13,2022-08-13,שמור מאוד.,nan,33560,,44
מיצובישי,2011,לנסר,1,אוטומטית,1800,בנזין,,,באר שבע והסביבה,באר שבע,24000.0,1,2022-08-12,2022-08-12,מיצובישי לנסר ספורט. יד ראשונה. רכב מטופל.,nan,161000,,10
מיצובישי,2018,אאוטלנדר,1,אוטומטית,1998,בנזין,,,ירושלים והסביבה,ירושלים,140000.0,1,2022-08-12,2022-08-12,"טסט לשנה, שמור כחדש , טיפולים בזמן",nan,81000,,27
מיצובישי,2019,אאוטלנדר,1,טיפטרוניק,2500,בנזין,,,חולון - בת ים,חולון,145000.0,1,2022-08-11,2022-08-11,"רכב 7 מקומות אינסטייל,גג נפתח,ריפודים,וו גרירה רכב חדש",nan,37000,,24
nan,2016,nan,2,אוטומטית,1989,בנזין,,,באר שבע והסביבה,באר שבע,,1,2022-08-04,2022-08-04,שלום רכב במצב מצוין בלי תאונות שמור,nan,250000,,0
מיצובישי,2014,אאוטלנדר,2,אוטומטית,2000,בנזין,,,ירושלים והסביבה,ירושלים,69000.0,1,2022-08-03,2022-08-03,רכב נהדר במצב מעולה! גרסה מפוארת 4X4 עם ריפוד עוד מושבים מתכווננים חשמלית עם חימום. נמכר עקב מעבר לרכב מותאם לנכה. (גמיש מעט במחיר במעמד המכירה) &lt;br...,nan,200,,41
מיצובישי,2017,ספייס סטאר,1,אוטומטית,1200,בנזין,,,חולון - בת ים,בת ים,42000.0,1,2022-08-01,2022-08-01,nan,nan,67000,,3
מיצובישי,2011,לנסר הדור החדש,2,אוטומטית,1500,בנזין,,,נס ציונה - רחובות,נס ציונה,20000.0,1,2022-07-31,2022-07-31,יד 2 אבל אותם בעלים כמו ראשונה ( נוסף בעלים נוסף) במצב מעולה. ללא תאונות. טופל כל השנים במוסך מורשה של מיצובישי,nan,111000,,0
מיצובישי,2020,ASX,1,אוטומטית,1998,בנזין,,,הוד השרון והסביבה,הוד השרון,118000.0,1,2022-07-30,2022-07-30,"דגם פרמיום. ללא תאונות ותיקונים. טיפולים במוסך מורשה של היבואן. נהג יחיד וותיק ומנוסה . &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גג פנוראמי, מושבי עור, פנסי LED,...",nan,51600,,8
מיצובישי,2008,לנסר קלאסיק,5,אוטומטית,1600,בנזין,,,ראש העין והסביבה,ראש העין,6000.0,1,2022-07-29,2022-07-29,מיצובישי לנסר שנת 2008. 251 אלף קילומטר. יד 5 טסט עד סוף ינואר 2023. רכב שמור מאוד ומושקע. מצבר חדש באחריות נעשה טיימינג וטיפול. מחיר נמוך עקב תקלה שאין לי זמן ...,nan,250000,,0
